name,telephone,address,city,postalCode,zone
BURIEZ CYRIL,03 20 03 43 00,CABINET DU DR BURIEZ 365 RUE DE LILLE,RONCQ,59223,Frelinghien
BLANCKAERT HORREIN ISABELLE,03 28 42 21 20,13 RUE D YPRES,BAILLEUL,59270,Frelinghien
SCHUTZ DAUX AURELIE,03 28 48 16 24,CABINET DU DR SCHUTZ DAUX 2T RUE DE LILLE,BAILLEUL,59270,Frelinghien
HILMOINE CHARLOTTE,,SELARL DU DOCTEUR CHARLOTTE HILMOINE 1 RUE PASTEUR,WASQUEHAL,59290,Frelinghien
VANDEVELDE EMILIE,03 20 45 20 04,SELARL DU DOCTEUR EMILIE VANDEVELDE 1 RUE PASTEUR,WASQUEHAL,59290,Frelinghien
BIALAIS BRUNO,03 20 60 33 92,SELARL ORTHODONTIE BIALAIS SELARL ORTHODONTIE BIALAI 68 RUE CLEMENCEAU,WATTIGNIES,59139,Frelinghien
VEERASAMY MALINOWSKI STEPHANIE,03 20 60 33 92,SELARL ORTHODONTIE STEPHANIE VEERASAMY 68 RUE CLEMENCEAU,WATTIGNIES,59139,Frelinghien
DELEZENNE CHARLOTTE,09 66 96 17 06,4 RUE JEAN JAURES,CROIX,59170,Frelinghien
PORTIER EDOUARD,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Frelinghien
LEGER PIERRE ANTOINE,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Frelinghien
PINDI GUY,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Frelinghien
HOURIEZ GUILLAUME,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Frelinghien
TAGER JOSEPH,03 20 26 33 94,SELARL CAB DENTAIRE DU DR J TAGER CENTRE DE GAULLE RESIDENCE LE BAILLY A 4,TOURCOING,59200,Frelinghien
DEBUS MURIEL,03 20 27 27 30,14 PLACE DE LA VICTOIRE,TOURCOING,59200,Frelinghien
BETRANCOURT SOPHIE,03 20 27 27 30,SELARLSOPHIE BETRANCOURT 14 PLACE DE LA VICTOIRE,TOURCOING,59200,Frelinghien
SERGENT OLIVIER,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Frelinghien
SERGENT TRONET JUSTINE,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Frelinghien
VENDEVILLE GAEL,,SMILE CHIRURGIE DENTAIRE ET ORTHODONTI SMILE CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Frelinghien
VENDEVILLE AUDREY,03 20 96 11 30,ALIGN CHIRURGIE DENTAIRE ET ORTHODONTI ALIGN CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Frelinghien
PETITPREZ CAROLINE,,CABINET DU DR PETITPREZ 4 RUE EMILE ROCHE,ESTAIRES,59940,Frelinghien
COSTENOBLE ALINE,03 20 96 42 78,SELARL DOCTEUR ALINE COSTENOBLE 1B RUE DU CHEVALIER DE LA BARRE,SAINGHIN EN WEPPES,59184,Frelinghien
AMROUNI KARIM,,CABINET DU DR AMROUNI 19 RUE DES ECOLES,ROUBAIX,59100,Frelinghien
DECOCQ PHILIPPE,03 20 73 99 73,SELARL PHILIPPE DECOCQ 41 RUE PIERRE MOTTE,ROUBAIX,59100,Frelinghien
ROBEYNS ETIENNE,03 20 32 55 88,98 RUE MAURICE BOUCHERY,SECLIN,59113,Frelinghien
LONGUEPEE CAROLINE,03 20 75 83 97,SELARL CABINET D ORTHODONTIE 7 RUE DES ECOLES,HEM,59510,Frelinghien
YVART OUSTELANDT BEATRICE,03 20 34 08 34,DOCTEUR BEATRICE YVART 69 RUE GASTON BARATTE,VILLENEUVE D ASCQ,59650,Frelinghien
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Frelinghien
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Frelinghien
LAGACHE SOPHIE,03 20 30 90 74,52 RUE DE DON,ANNOEULLIN,59112,Frelinghien
JOULIA DENIS,03 20 49 90 56,5 RUE DE LILLE,LA BASSEE,59480,Frelinghien
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Frelinghien
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Frelinghien
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Frelinghien
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Frelinghien
KUREK JEAN CHRISTOPHE,03 21 40 30 12,CABINET DR KUREK 12D RUE VICTOR HUGO,BENIFONTAINE,62410,Frelinghien
BIECQ MARION,03 28 49 73 29,30B RUE NATIONALE,HAZEBROUCK,59190,Frelinghien
SERVAIS RICHARD,03 28 49 82 35,48 RUE DU RIVAGE,HAZEBROUCK,59190,Frelinghien
DE WIEST ELIANE,03 28 48 62 26,24 RUE D'AIRE,HAZEBROUCK,59190,Frelinghien
LEROUX CATHERINE,03 28 49 53 55,35 RUE DE THEROUANNE,HAZEBROUCK,59190,Frelinghien
TOUREH ERIC,03 21 57 89 01,CABINET DU DR TOUREH 27 RUE HENRI DUNANT,BETHUNE,62400,Frelinghien
BOURHIS EMILIE,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Frelinghien
LAWNICZAK HUGUES,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Frelinghien
DE VADDER HELENE,,SELARL ORTHO SULLY 536 AVENUE SULLY,BETHUNE,62400,Frelinghien
PONTHIEUX VIRGINIE,03 21 52 42 08,SCM SULLY 536 AVENUE SULLY,BETHUNE,62400,Frelinghien
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Frelinghien
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Frelinghien
KUREK JEAN CHRISTOPHE,03 21 40 30 12,CABINET DR KUREK 12D RUE VICTOR HUGO,BENIFONTAINE,62410,Frelinghien
BIECQ MARION,03 28 49 73 29,30B RUE NATIONALE,HAZEBROUCK,59190,Frelinghien
SERVAIS RICHARD,03 28 49 82 35,48 RUE DU RIVAGE,HAZEBROUCK,59190,Frelinghien
DE WIEST ELIANE,03 28 48 62 26,24 RUE D'AIRE,HAZEBROUCK,59190,Frelinghien
LEROUX CATHERINE,03 28 49 53 55,35 RUE DE THEROUANNE,HAZEBROUCK,59190,Frelinghien
TOUREH ERIC,03 21 57 89 01,CABINET DU DR TOUREH 27 RUE HENRI DUNANT,BETHUNE,62400,Frelinghien
BOURHIS EMILIE,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Frelinghien
LAWNICZAK HUGUES,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Frelinghien
DE VADDER HELENE,,SELARL ORTHO SULLY 536 AVENUE SULLY,BETHUNE,62400,Frelinghien
PONTHIEUX VIRGINIE,03 21 52 42 08,SCM SULLY 536 AVENUE SULLY,BETHUNE,62400,Frelinghien
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Fresnes-sur-Escaut
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Fresnes-sur-Escaut
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Fresnes-sur-Escaut
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Fresnes-sur-Escaut
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Fresnes-sur-Escaut
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Fresnes-sur-Escaut
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Fresnes-sur-Escaut
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Fresnes-sur-Escaut
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA 32 RUE DAVAINE,ST AMAND LES EAUX,59230,Fresnes-sur-Escaut
DE GRIECK OLIVIER,03 27 32 04 04,101 RUE D ORCHIES,ST AMAND LES EAUX,59230,Fresnes-sur-Escaut
TRUONG TAN TRUNG LISA,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Fresnes-sur-Escaut
DEVULDER ANNE,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Fresnes-sur-Escaut
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Fresnes-sur-Escaut
FLAMENT VALERIE,03 27 25 36 36,37 RUE THIERS,LE QUESNOY,59530,Fresnes-sur-Escaut
HENNION JULIETTE,03 20 71 78 00,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fresnes-sur-Escaut
DESSEIN PINET MARTINE,,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fresnes-sur-Escaut
POTTIER COUVREUR BENEDICTE,03 27 62 10 64,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Fresnes-sur-Escaut
MERCIER GAELE,,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Fresnes-sur-Escaut
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Fresnes-sur-Escaut
FAES JOHN,03 27 77 11 95,48B ROUTE D'HAPPEGARBES,LANDRECIES,59550,Fresnes-sur-Escaut
CORNUT PAULINE,03 27 67 51 82,SELARL DU DOCTEUR PAULINE CORNUT MUDES SELARL DR CORNUT MUDES 1040 AVENUE CLEMENCEAU,FERRIERE LA GRANDE,59680,Fresnes-sur-Escaut
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Fresnes-sur-Escaut
ESCHARD CAROLINE,03 27 97 08 58,CABINET DU DR ESCHARD 8 RUE MARTIN DU NORD,DOUAI,59500,Fresnes-sur-Escaut
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Fresnes-sur-Escaut
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Fresnes-sur-Escaut
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Fresnes-sur-Escaut
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Fresnes-sur-Escaut
LECLERCQ VINCENT,03 27 88 75 98,LECLERCQ VINCENT 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fresnes-sur-Escaut
JARCET CAROLINE,03 27 88 75 98,JARCET WALKOWIAK 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fresnes-sur-Escaut
DELACOURT PHILIPPE,,25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fresnes-sur-Escaut
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Fresnes-sur-Escaut
YVART OUSTELANDT BEATRICE,03 20 34 08 34,DOCTEUR BEATRICE YVART 69 RUE GASTON BARATTE,VILLENEUVE D ASCQ,59650,Fresnes-sur-Escaut
LONGUEPEE CAROLINE,03 20 75 83 97,SELARL CABINET D ORTHODONTIE 7 RUE DES ECOLES,HEM,59510,Fresnes-sur-Escaut
LEGER PIERRE ANTOINE,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fresnes-sur-Escaut
HOURIEZ GUILLAUME,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fresnes-sur-Escaut
PINDI GUY,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fresnes-sur-Escaut
PORTIER EDOUARD,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fresnes-sur-Escaut
HADJIAT FADIL,03 21 42 46 29,CABINET DR HADJIAT 10 RUE CARNOT,NOYELLES GODAULT,62950,Fresnes-sur-Escaut
DECOCQ PHILIPPE,03 20 73 99 73,SELARL PHILIPPE DECOCQ 41 RUE PIERRE MOTTE,ROUBAIX,59100,Fresnes-sur-Escaut
DELEZENNE CHARLOTTE,09 66 96 17 06,4 RUE JEAN JAURES,CROIX,59170,Fresnes-sur-Escaut
VENDEVILLE AUDREY,03 20 96 11 30,ALIGN CHIRURGIE DENTAIRE ET ORTHODONTI ALIGN CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Fresnes-sur-Escaut
VENDEVILLE GAEL,,SMILE CHIRURGIE DENTAIRE ET ORTHODONTI SMILE CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Fresnes-sur-Escaut
ROBEYNS ETIENNE,03 20 32 55 88,98 RUE MAURICE BOUCHERY,SECLIN,59113,Fresnes-sur-Escaut
AMROUNI KARIM,,CABINET DU DR AMROUNI 19 RUE DES ECOLES,ROUBAIX,59100,Fresnes-sur-Escaut
VEERASAMY MALINOWSKI STEPHANIE,03 20 60 33 92,SELARL ORTHODONTIE STEPHANIE VEERASAMY 68 RUE CLEMENCEAU,WATTIGNIES,59139,Fresnes-sur-Escaut
BIALAIS BRUNO,03 20 60 33 92,SELARL ORTHODONTIE BIALAIS SELARL ORTHODONTIE BIALAI 68 RUE CLEMENCEAU,WATTIGNIES,59139,Fresnes-sur-Escaut
HILMOINE CHARLOTTE,,SELARL DU DOCTEUR CHARLOTTE HILMOINE 1 RUE PASTEUR,WASQUEHAL,59290,Fresnes-sur-Escaut
VANDEVELDE EMILIE,03 20 45 20 04,SELARL DU DOCTEUR EMILIE VANDEVELDE 1 RUE PASTEUR,WASQUEHAL,59290,Fresnes-sur-Escaut
MOREAU ALEXIS,03 20 60 37 55,235 BOULEVARD DE LA LIBERTE,LILLE,59800,Fresnes-sur-Escaut
VELAY ALAIN HENRI,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Fresnes-sur-Escaut
ALLART FRANCOIS,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Fresnes-sur-Escaut
LABRIFFE JEAN LUC,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Fresnes-sur-Escaut
QUANDALLE CHRISTOPHE,03 28 52 00 85,13 RUE DES CANONNIERS,LILLE,59800,Fresnes-sur-Escaut
DRANCOURT PATRICE,03 28 52 00 85,13 RUE DES CANONNIERS,LILLE,59800,Fresnes-sur-Escaut
BOUCHEZ RICHARD,,CABINET DENTAIRE DU DOCTEUR BOUCHEZ 30 PLACE AUX BLEUETS,LILLE,59800,Fresnes-sur-Escaut
DESCAMP LUTUN AXELLE,03 20 06 30 70,30-36 PLACE AUX BLEUETS,LILLE,59000,Fresnes-sur-Escaut
HONORE CHARLES EDOUARD,03 20 11 12 03,29 AVENUE DE LA MARNE,WASQUEHAL,59290,Fresnes-sur-Escaut
BOCQUET EMMANUELLE,,DR BOCQUET 1 PLACE DE VERDUN,LILLE,59000,Fresnes-sur-Escaut
CATTELAIN DIEU MAI,03 20 22 18 76,SELARL PLACE GENEVIERES 5 PLACE GENEVIERES,LILLE,59000,Fresnes-sur-Escaut
DEBUS MURIEL,03 20 27 27 30,14 PLACE DE LA VICTOIRE,TOURCOING,59200,Fresnes-sur-Escaut
BETRANCOURT SOPHIE,03 20 27 27 30,SELARLSOPHIE BETRANCOURT 14 PLACE DE LA VICTOIRE,TOURCOING,59200,Fresnes-sur-Escaut
BONNEL ANTOINE,03 20 63 99 73,299 RUE NATIONALE,LILLE,59800,Fresnes-sur-Escaut
BIECQ MARION,03 20 15 24 24,17 BOULEVARD VAUBAN,LILLE,59000,Fresnes-sur-Escaut
GUEGNAUD ISABELLE,03 20 30 06 94,18 BOULEVARD VAUBAN,LILLE,59000,Fresnes-sur-Escaut
SERGENT OLIVIER,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Fresnes-sur-Escaut
SERGENT TRONET JUSTINE,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Fresnes-sur-Escaut
DECRUCQ EDOUARD,03 20 55 84 02,SELARL DOCTEUR EDOUARD DECRUCQ 95B RUE DU PRESIDENT POMPIDOU,LA MADELEINE,59110,Fresnes-sur-Escaut
HIEULLE JUSTINE,03 20 55 84 02,SELARL DOCTEUR JUSTINE HIEULLE SELARL DR JUSTINE HIEULLE 95B RUE GEORGES POMPIDOU,LA MADELEINE,59110,Fresnes-sur-Escaut
TIERNY FLORENT,,CABINET DU DR TIERNY 95B RUE DU PRESIDENT POMPIDOU,LA MADELEINE,59110,Fresnes-sur-Escaut
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Fresnes-sur-Escaut
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Fresnes-sur-Escaut
RAKOTOMALALA HERVEY,,SELARL DU DR H RAKOTOMALALA 8 RUE DU DR DUCROQUET 8 RUE DU DOCTEUR DUCROQUET,MARCQ EN BAROEUL,59700,Fresnes-sur-Escaut
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Fresnes-sur-Escaut
MASSE ANNE LAETITIA,03 21 20 56 05,DOCTEUR ANNE LAETITIA MASSE TRUFFAUT 10 PLACE WAGON,HENIN BEAUMONT,62110,Fresnes-sur-Escaut
CAUCHY DAVID,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fresnes-sur-Escaut
CAUCHY DELODDERE DELPHINE,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fresnes-sur-Escaut
NAZAT DOMINIQUE,03 20 50 11 11,4/93 LES SYCOMORES 5 BOULEVARD FOCH PARC DU CHATEAU,LOOS,59120,Fresnes-sur-Escaut
TAGER JOSEPH,03 20 26 33 94,SELARL CAB DENTAIRE DU DR J TAGER CENTRE DE GAULLE RESIDENCE LE BAILLY A 4,TOURCOING,59200,Fresnes-sur-Escaut
HARB PHILIPPE,03 20 40 83 40,163 RUE DU GAL LECLERC,ST ANDRE LEZ LILLE,59350,Fresnes-sur-Escaut
DELCOURT CATHERINE,03 20 87 98 28,CABINET DU DR DELCOURT RES LE LYS D'OR APPT 5 30 RUE FOUQUET LE LONG,BONDUES,59910,Fresnes-sur-Escaut
BODART PATRICK,03 20 50 56 01,1ER ETAGE 19 RUE SADI CARNOT 19/21,HAUBOURDIN,59320,Fresnes-sur-Escaut
LAGACHE SOPHIE,03 20 30 90 74,52 RUE DE DON,ANNOEULLIN,59112,Fresnes-sur-Escaut
BODART PATRICK,03 20 50 56 01,1ER ETAGE 19 RUE SADI CARNOT 19/21,HAUBOURDIN,59320,Fresnes-sur-Escaut
LAGACHE SOPHIE,03 20 30 90 74,52 RUE DE DON,ANNOEULLIN,59112,Fresnes-sur-Escaut
ESCHARD CAROLINE,03 27 97 08 58,CABINET DU DR ESCHARD 8 RUE MARTIN DU NORD,DOUAI,59500,Fressain
LECLERCQ VINCENT,03 27 88 75 98,LECLERCQ VINCENT 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fressain
JARCET CAROLINE,03 27 88 75 98,JARCET WALKOWIAK 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fressain
DELACOURT PHILIPPE,,25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fressain
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Fressain
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Fressain
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Fressain
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Fressain
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Fressain
HADJIAT FADIL,03 21 42 46 29,CABINET DR HADJIAT 10 RUE CARNOT,NOYELLES GODAULT,62950,Fressain
HENNION JULIETTE,03 20 71 78 00,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fressain
DESSEIN PINET MARTINE,,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fressain
MASSE ANNE LAETITIA,03 21 20 56 05,DOCTEUR ANNE LAETITIA MASSE TRUFFAUT 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressain
CAUCHY DELODDERE DELPHINE,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressain
CAUCHY DAVID,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressain
TRUONG TAN TRUNG LISA,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Fressain
DEVULDER ANNE,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Fressain
DE GRIECK OLIVIER,03 27 32 04 04,101 RUE D ORCHIES,ST AMAND LES EAUX,59230,Fressain
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA 32 RUE DAVAINE,ST AMAND LES EAUX,59230,Fressain
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Fressain
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Fressain
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Fressain
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Fressain
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Fressain
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Fressain
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Fressain
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Fressain
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Fressain
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Fressain
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Fressain
ROSE EDOUARD,03 21 71 60 04,SELARL DES DOCTEURS ROSE 2 RUE GUSTAVE COLIN,ARRAS,62000,Fressain
ROSE HAMME ALEXANDRA,03 21 71 60 04,SELARL DES DOCTEURS ROSE 2 RUE GUSTAVE COLIN,ARRAS,62000,Fressain
TRIPLET HUBERT,,SELARL DR TRIPLET 70 GRAND PLACE,ARRAS,62000,Fressain
GHEYSENS DEBOMY PASCALE,03 21 23 21 57,CABINET 38 RUE GAMBETTA,ARRAS,62000,Fressain
GAUTHY SOPHIE,03 21 28 94 75,CABINET DENTAIRE 78 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fressain
PIC AURELIE,03 21 67 05 01,DRS PIC ET VAAST SELARL DE CHIRUGIENS 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fressain
MAILLY JULIEN,03 21 67 05 01,SELARL DRS PIC ET VAAST CHIR DENT 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fressain
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Fressain
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Fressain
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Fressain
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Fressain
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Fressain
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Fressain
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Fressain
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Fressain
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Fressain
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Fressain
ROSE EDOUARD,03 21 71 60 04,SELARL DES DOCTEURS ROSE 2 RUE GUSTAVE COLIN,ARRAS,62000,Fressain
ROSE HAMME ALEXANDRA,03 21 71 60 04,SELARL DES DOCTEURS ROSE 2 RUE GUSTAVE COLIN,ARRAS,62000,Fressain
